Script Name,Character Names
All About Eve.txt,"EVE, BIRDIE, CAPTAIN, KAREN, LLOYD, MARGO, AGED ACTOR, BIRDIE, MAX, STAGE MANAGER, DOORMAN, PHOEBE, BILL, WOMAN #2, WOMAN #1, MISS CASWELL, ADDISON, PIANIST, WAITER, GIRL"
All About Steve.txt,"HOWARD, WAGA CINDY, LITTLE DEAF GIRL, ANGUS, CLYDE, NANCY GRACE, HUGHES!, MARY (O.S.), SCIENTIST, TRUCK DRIVER, JIM SOLOMAN, ASSISTANT, YOUNG PROTESTOR, NORM, ELIZABETH, SOLOMAN, MR. HOROWITZ (O.S.), TAXI DRIVER, KPRC ANCHOR, FOX NEWS ANCHOR, COURT TV REPORTER, CORBITT (O.S.), ELDERLY LADY, FEMALE REPORTER, TEACHER, HOWARD (O.S.), MEXICAN BOY, MR. HOROWITZ, JOSH, V., STEVE, WEATHER CHANNEL METEOROLOGIST, BBC JOURNALIST, VINCE, MARY, BUSINESSMAN, SLICK JOURNALIST, FIREMAN, ANCHOR, CNN ANCHOR, MARY (V.0.), YOUNG RESCUER, MRS. HOROWITZ, BETTY, FRENCH REPORTER, CORBITT, DRIVER, CNN METEOROLOGIST, RESCUE SUPERVISOR, MRS. HANCOCK, HARTMAN, PROTESTOR WIFE, KTFT METEOROLOGIST, RESEARCHER, GUY, PAYROLL CLERK, DANIEL, DEAF BOY, BBC NEWS PHOTOGRAPHER, KLUG METEOROLOGIST, MARY (V.O.)"
All of Us Strangers.txt,"ADAM, WOMAN, MAN (CONT'D), ADAM (CONT'D), DAD, TAXI DRIVER (CONT'D), MUM (O.S), MUM, DAD (CONT'D), HARRY (CONT'D), MAN, HARRY, WAITRESS, ADAM (PRE-LAP), ADAM   (CONT'D), MUM (CONT'D), HARRY   (CONT'D), MUM? DAD?"
All the King_s Men.txt,"REPORTER, WILLIE STARK, HALE, ANNE, JACK, LUCY, MADISON, TOM, SUGAR BOY, HELENE, JUDGE, MRS. BURDEN, HARRISON, MCEVOY, PAPPY, SHERIFF, PILLSBURY, SADIE, WILLIE, STANTON"
All the President_s Men.txt,"MRS. SLOAN, BLACK MAN, HUNT (V.O.), WOODWARD (V.O.), OPERATOR (V.O.), BENNETT (V.O.), MRS. GRAHAM, SECOND MAID, ROSENFELD, SECRETARY, FBI MAN, SIMONS, LIBRARIAN (V.O.), SWEET OLD LADY, CREEP P.R. MAN, THE WHITE HOUSE SPOKESMAN, MITCHELL (V.O.), IRWIN, PUDGY FBI MAN, HUGH SLOAN, CLAWSEN (V.O.), WOODWARD, SLOAN, COP, BERNSTEIN'S VOICE (V.O.), JUDGE, BARKER, BRADLEE, SECOND ANGRY LAWYER, LIBRARIAN, FIRST VOICE (V.O.), MIDDLE-AGED MAN, BOOKKEEPER, OPERATOR'S VOICE (V.O.), UNION POST EMPLOYEE, HANNAH, DARDIS, SEGRETTI, UNIFORMED COP, MCCORD, PUDGY MAN, WHITE HOUSE SPOKESMAN, SECOND COP, SLOAN'S LAWYER, OLD WOMAN, MISS ABBOTT, CLERK), FIRST MAID, CREEP, BERNSTEIN, JOHN MITCHELL'S VOICE (V.O.), JANE, RINGLE, BERNSTEIN'S VOICE (O.S.), FOREIGN EDITOR, RESEARCHER, MAN, WESTERN SENATOR (O.S.), YOUNGER WOMAN, BERGER, CLOSE UP - MISS ABBOTT, LAWYER (O.S.), YOUNG CLERK, MAN'S VOICE (V.O.), A MIDDLE-AGED WOMAN--, WESTERN SENATOR, FBI GUY, COP (V.O.), SECRETARY (V.O.), VOICE (V.O.), WOODWARD., SCHORR, WOMAN, TINY, BABY-FACED MAN, NATIONAL EDITOR, NIXON, FIRST UNION GUY, BACHINSKI (V.O.), CLERK, A MIDDLE-AGED MAN--IN HIS DOORWAY, DAHLBERG (V.O.), CADDY, OLD MAN, THE SOUTHERN CREEP P.R. MAN, JANE (O.S.), SECRETARY), BERNSTEIN (V.O.), SENATOR, SEDAM, WOODWARD'S VOICE (V.O.), HOUSE SPOKESMAN., BOOKKEEPER'S SISTER, BACHINSKI, BERNSTEIN., UNION GUY, BOOKKEEPER), A YOUNG GIRL, DEEP THROAT IN CLOSE UP AND MAD., YOUNGER MAN, DEEP THROAT, GIRL"
Almost Famous.txt,"JEFF, AARON, SAPPHIRE, DISC-JOCKEY, PENNY, CONCERT-GOER, SECRETARY, JANN, STEWARDESS, ANITA (V.O.), KID ON PHONE, QUIET GIRL, LESTER BANGS, DARRYL, QUINCE ALLEN, MRS. DEEGAN, ELAINE, LESTER, DAD, ROADIE # 1, BEN, ELAINE, RUSSELL (O.S.), PENNY LANE, RECEPTIONIST, ANITA, DENNIS, PENNY!!  PENNY LANE!!, WILLIAM, QUINCE, PILOT'S VOICE, MALE FLIGHT ATTENDANT, OTHERS, DENNIS HOPE, TOBIN, ED, BEN FONG-TORRES, KID # 1, RIC, RUSSELL/OTHERS, WILLIAM, PROMOTER, GUY # 2, POLEXIA, REG, SOMEONE'S VOICE, BANGS, LARRY, RED DOG, MUSICIAN # 1, FEMALE ATTENDANT, VOICE (O.S.), ROADIE # 3, VOICE, ROADIES			   DICK, FELTON, WILLIAM/DICK, ENGLISH ROADIE # 2, SCOTTY, FACT CHECKER, ANITA'S VOICE, PENNY!, TONY, SABBATH ROADIE, DOCTOR, CLERK, RUSSELL, DICK, FAN, ESTRELLA, LESLIE, ENGLISH MUSICIAN # 2, ROOM SERVICE GUY, PRINCIPAL, ENGLISH MUSICIAN, DAVID FELTON, CO-PILOT, GUY # 1"
Alone in the Dark.txt,"ALINE, AGENT CHEUNG, FISCHER, URKE, HUDGENS, SARAH FISCHER, AGENT MILES, BURKE, AGENT TURNER, BEAT COP, AGENT FEENSTRA, HUDGENS, BURKE, APTAIN CHERNICK, CARNBY, CAPTAIN CHERNICK, CABBIE, FISCHER, SARAH FISCHER, ALINE, KRASH, LINDA, JOHN, URKE, DEPUTY ADAMS, DELIVERY GUY, SMALL BOY, AGENT MILES, CAPTAIN CHERNICK, BURKE, AGENT YONEK, HELICOPTER PILOT, SMALL BOY, SOPHIE, AGENT MILES, AGENT BARR, LINE, CARNBY, HUDGENS, CABBIE, AGENT MILES, LINE, BURKE, AGENT CHEUNG, GENT TURNER, YOUNG EDWARD, SISTER CLARA, KRASH, DEPUTY ADAMS, GENT BARR, ISCHER, SISTER CLARA, SHERIFF, GUARD, CARNBY, GUARD, AGENT BARR, AGENT MILES, HUDGENS, GENT BARR, ISCHER, LINDA"
Amadeus.txt,"SERVANT, COLLOREDO, ARCO, PEPPER, MOZART, VOICE, MOZART (V.O.), PRIEST, FRAU SCHLUMBERG, FLUNKY, COMMENDATORE, ACTRESSES, VOGLER, VON STRACK, FIRST LADY, PARODY, SOPRANO, THE COMMENDATORE, CAST OF SERAGLIO, OTTAVIO, HORSE, SECOND LADY, BYSTANDER, DWARVES, CAVALIERI, THIRD LADY, LEOPOLD, THE THREE GIRLS, LACKEY, PAPAGENO, ORSINI-ROSENBERG, SCHIKANEDER TROUPE OF PLAYERS, MADAME WEBER, FIRST PRIEST, MAJORDOMO, LORL, SALIERI, SCHIKANEDER, VON SWIETEN, OFFICER, JOSEPH, THREE LADIES, EMMANUEL SCHIKANEDER, BYSTANDERS, QUEEN OF THE NIGHT, LEOPOLD (V.O.), OLD SALIERI (V.O.), BONNO, LEOPOLD (O.S.), LOCAL PRIEST, CONSTANZE, ALL THREE LADIES, ALL THREE TOGETHER, UGLY OLD WOMAN, GERTRUDE, GUESTS, ALLEGRO, EIGHT DWARVES, OLD SALIERI, VALET, FRAU WEBER, DOCTOR GULDEN, THE PARODY, ATTENDANT, SCHLUMBERG"
Amelia.txt,"SAM, SLIM, ORE, AMELIA, GEORGE, GORE, GENE, MELIA, BELLARTS, MABEL, BALFOUR, O'HARE, SERVANT, FRED, DALTEN, RED, REPORTER #1, MAN, MCGUIRE, DOROTHY, THOMPSON, ROOSEVELT, BILL, PAUL, AILEY, ELEANOR, CIPRIANI, SHERIFF"
American Beauty.txt,"COUNTER GIRL, COLONEL, MANAGER, BUDDY, WOMAN #2, CATERING BOSS, CHRISTY, COLONEL, TEENAGE GIRL #1, ANGELA, JIM #1, DRIVE-THRU GIRL, CAROLYN, BARBARA, TEENAGE GIRL #2, BRAD, JANE, ANGELA, TAPE VOICE, CO-WORKER, ANNOUNCER, WOMAN #1, RICKY, JIM #2, LESTER, RICKY, ATTENDANT"
American Fiction.txt,"LAYNE, CORALINE, MONK, MODERATOR, ARTHUR, DOCTOR, WILEY, ORDERLY, DETECTIVE, LISA, NED, MONK, AUTHOR, B., WILEY, MAJESTIC, MAYNARD, LORRAINE, ARTHUR, WILEY, MAYNARD, SINTARA, CARL, RECEPTIONIST, WILLY, JOHN, CARL, KENNY, ASSISTANT, UNIFORMED COP, AILENE, PAULA, WILSON, ALVIN, JEFF, LEO, CORALINE, CLIFF, DR. BULGER, KENYA, JOHN, CORALINE, BRITTANY, CLIFF, MONK, LUZ, AGNES, VAN, CLIFF, BYSTANDER, SINTARA, AGNES, DR. BULGER, DANIEL, CORALINE, KENYA, GILDA, LORRAINE, WILLY, BURT, MONK, VAN, MANDEL, NURSE, CLIFF, PAULA, LISA, JELANI, LUZ"
American Gangster.txt,"RICHIE, DOC, SERVICEMAN 1, TANGO, JONES, GANGSTA 2, PHONE VOICE, ARMY CAPTAIN, SHEILA, RICHIE V/O, TRUPO (CONT'D), FBI AGENT, PARAMEDIC, DARYLYNN, GENERAL, TOSCA, US ATTORNEY, SIU DET. 2, REPORTER, SIU DET 1, ANA, TRUPO, (CONT), FRANK (CONT'D), BUMPY, TAXI DRIVER, DETECTIVE, DISPATCHER, RED TOP, ROSSI, SERVICEMAN 2, REPORTER V/O, REPORTER ON TV, GANGSTA 1, RIVERA V/O, CHEMIST, CHARLENE, TEDDY, RIVERA, ROSSI V/O, LAURIE, GUY WITH GUN, TOBACK V.O., BAILIFF, COLONEL, THAI, FRANK V/0, SPEARMAN, VIDA, FRANK, SINGER, PROFESSOR, CHARLIE, MEDICAL EXAMINER, SIBOTA, SIU DET. 1, TURNER, NATE, JACKIE, ABRUZZO, JIMMY, TOBACK V/O, TOBACK, MAN, RICHIE V.O., BUMPY O/S, TEDDY V/O, TONY, CAMPIZI, BANKER, JUDGE, BUMPY V/O, CLERK, JOE LOUIS, MRS. TOSCA, REDTOP, SPEARMAN V/O PHONE, MECHANIC, MRS. LUCAS, STEVIE, RICHIE (CONT'D)"
American Graffiti.txt,"DALE, LAURIE, JOE, CAROL, EDDIE, PEG, HANK, BUDDA, BUM, TERRY, BOBBIE, AL, KROOT, HOLSTEIN, DEBBIE, CURT, JANE, DIANE, PAZUDO, JOHN, STEVE, GUY, KID, WOLFMAN, WENDY, GIRLFRIEND, VIC, MR. GORDON, CARLOS, JUDY, FALFA, KIP"
American History X.txt,"STEVIE, DANNY, LIZZY, CMRIS, DAVINA, MURRAY, DEREK, RASMUSSEN, CURTIS, HOMELESS MAN, DARYL, JASON, DEREK, STACEY, DANNY, KAMMI, COP #1, VOICE, DORIS, DENNIS, CAMMERON, RASMUSSEN, CASSANDRA, DAVINA, ANOTHER COP, SWEENEY, JEROME, LAMONT, CHRIS, LAWRENCE, TISHA, REPORTER, SETH"
American Hustle.txt,"RICHIE SMILES, IRVING ROSENFELD, ROSALYN, PETE, AGENTS SCHMIDT, AGENT STOCK, ANOTHER BUSINESSMAN, RICHIE DIMASO, RICHIE'S MOTHER, BUSINESSMAN CARL ELWAY, SYD, DICK HOLDS, PETE MUSANE, SYDNEY, JULIUS, AMADO, RICHIE DIMASO, GIRLS, SHEIK ABDULLAH, SYDNEY PROSSER, REP. SANDERS, CARL ELWAY'S ASSISTANT, DOLLY POLITO, ERIC KESHOYGAN, MORT PAPIERMAN/RICHIE DIMASO, ROSALYN, REP. SANDERS, DICK HELSING, ROSALYN ROSENFELD, CARMINE POLITO, RICHIE'S GIRLFRIEND, MELORA, CARL ELWAY, BRENDA, RICHIE, AL FROM QUEENS/SHEIK, MORT PAPIERMAN/RICHIE DIMASO, PETE MUSANE, EDITH GREENSLY, ALFONSE SIMONE, FBI AGENTS, AL KALOWSKI, RICHIE'S MOTHER, COSMO INTERVIEWER GIRL, TELLEGIO, PACO HERNANDEZ, MIDDLE AGED CAR DEALER, ANTHONY AMADO, AL KALOWSKI, STODDARD THORSEN, DESPERATE MAN, HORTON MITCHELL, ANTHONY AMADO, CARL ELWAY, ED MALONE, DANNY, IRV ROSENFELD, RICHIE DIMASO, PETE MUSANE, DOMINIC POLITO, BLACK DIVORCE LAWYER, EDITH, SYDNEY PROSSER(V.O.), IRVING ROSENFELD"
American Madness.txt,"MATT, O'BRIEN, LEADER, SAM, SECRETARY, BARBER WITH FRENCH ACCENT, AMES, CLARK, BANK GUARD, CLUETT, MATT, CLUETT, DUDE, OLD LADY, 2ND DETECTIVE, 1ST TELLER, ANOTHER MAN, VOICE, KELLY, BARTENDER, O'BRIEN, AMES, DICKSON, HELEN AND MATT, MRS. DICKSON, MATT, CLOSE SHOT DICKSON, MRS. PEMBROKE, MRS. HALLIGAN, CUSTOMER, CHARLIE, DICKSON, KELLEY, 1ST GANGSTER, CLUETT, CHARLIE, DICKSON, DICKSON, MRS., 3RD MAN, DICKSON, CLUETT'S VOICE, DUDE, CLARK, DICKSON, IVES, GERT, KELLY'S VOICE, SCHULTZ, JONES, CLARK, CLUETT, SAMPSON, MAN, MATT, SADIE, IVES, DICKSON, SCHULTZ, ONE OF THE MEN, CLARK, TELLERS, CLERK, DICKSON, POLICEMAN, CARTER, AMERICAN  MADNESS, 3RD TELLER, JANITOR, OSCAR, GIRL, GARDINER, DICKSON, MATT AND HELEN, SCHULTZ, DETECTIVE, PHYLLIS, CASHIER, MIKE, CLUETT, MRS. DICKSON, CLUETT, MATT, JEWISH MAN, TOUGH GUY, DICKSON, HELEN, BILL, MIKE'S VOICE, DICKSON AND CLUETT, IVES, 2ND TELLER, CLUETT, MAME, 4TH MAN, CLUETT, WOMAN, LADY, MRS. DICKSON, CLARK, DICKSON, CLARK, 4TH TELLER, CLARK, DICKSON"
American Milkshake.txt,"GUEST, REDHEAD GRUNGE KID, JOHNNY CARSON, ARIUS, HAROON, ADRESEIS, ANONOMOUS MAN, FIGHT KID 1, FEMALE NEWS ANCHOR, ASSISTANT COACH, ANYA, MALE NEWS ANCHOR, STEP-MOM, JOLIE (O.S.), COACH, MERLY, L..., MR. APPLEBAUM, CASHIER, JOLIE'S DAD, HAROON'S DAD, WENDEL, ELEVATOR, MR. AARONSON, JOLIE., CUTE GIRL, HENRIETTA, JOLIE, R&E., SECURITY GUARD, RAY, ELLIOTT, SURGIO, CHRISTINE, ANNOUNCER, COACH DALE, VLAD, CODROY, TOP HAT MAN, PRINCIPAL GANUS, BLACK GIRL, CHEERLEADING COACH, GUY BEHIND THE CAMERA, ZEKE, FRANSISCO, FIGHT KID 2, TEAMMATES, ARIUS (CONT'D), HENRIETTA (CONT'D)"
American Outlaws.txt,
American Pie.txt,"JIM, STIFLER, MICHELLE, FINCH, KEVIN, VICKY, JIM'S DAD, JIM'S MOM, NADIA, OZ, HEATHER, JESSICA, SHERMAN, ALBERT, STIFLER'S BROTHER, STIFLER'S MOM, PORNO-CHANNEL CHICK, PORNO-CHANNEL STUD, KEVIN'S BROTHER, VICKY'S MOM, CHOIR TEACHER, BELLBOY, WAITER, COACH MARSHALL"
American President_ The.txt,"DOORKEEPER, RADIO GUY, KID #2, D'ASTIER, CONGRESSMAN, MRS. CHAPIL (O.S.), MILLMAN, LEWIS AND ROBIN, LEO (V.O.), CAROL, MRS. CHAPIL, LEWIS, ESTHER, GROUNDKEEPER, MARK, SHEPHERD (O.S.), RECEPTIONIST (V.O.), CHAIRMAN (V.O.), ED EARL (V.O.), NEWS ANCHOR #2, SUSAN (V.O.), SHEPHERD:, SHOWBIZ REPORTER (V.O.), PHONE VOICE, STAFFER #2, DEFENSE SECRETARY, OPERATOR (O.S.), CARL, GENERAL, NEWS ANCHOR #!, REPORTER #4, CALLER (V.O.), SHEPHERD, SCHLOCK TALK SHOW HOST (V.O.), STU, REPORTER #3, GUARD, CHAIRMAN, WOMAN (O.S.), CHAPIL), ROBIN, CONGRESSMAN (PENNYBAKER), REPORTER #2, SECRET AGENT #4, VOICE (O.S.), SECURITY ADVISOR, STAFFER #1, KODAK, LEO'S SECRETARY, VOICE, OPERATOR, C-STAD?, JEFF, KODAK (O.S.), LEO, PRESS (V.O.), STAFFER (MARIA), MICHAELS, AGENT #3 (O.S.), REPORTER #1, MAN, A.J., RUMSON (V.O.), KID #1, DAVID, DEPUTY, RUMSON, AIDE, SUSAN, REPORTER (LLOYD), LESLIE, BETH, SALLY, ANCHOR (V.O.), GIRL, STAFFER (LAURA), AGENT COOPER, RADIO GUY (V.O.), HUD SECRETARY, SYDNEY, AGENT #2, MDME. D'ASTIER., LUCY, JANIE (O.S.), GREEN BLAZERED MAN (GILL), BETH (V.O.), EDUCATION SECRETARY, A.J.?, PRESIDENT ANDREW BENJAMIN SHEPHERD., STAFFER #3, INTERN., LISA, JANIE, AGENT #3, MADAME D'ASTIER"
American Psycho.txt,"ELIZABETH, JEAN, MAN, JEAN, VANDEN, HOMELESS MAN, BARGIRL, CARNES, KIMBALL, GUY, OWEN, EVELYN, KIMBALL, MRS. WOLFE, CHRISTIE, FACIALIST, LIBBY, DOORMAN, WOMAN, VICTORIA, VAN PATTEN, WAITER, C0URTNEY, DAISY, SABRINA, CARRUTHERS, STASH, BATEMAN, COURTNEY, NIGHT WATCHMAN, PRICE, CARON"
American Shaolin_ King of Kickboxers II.txt,
American Sniper.txt,"SHEIKH AL-OBEIDI, COMPANY COMMANDER, DOCTOR, COL. GRONSKI, SANCHEZ, MARINE VIPER #1, DEBBY, OVERWATCH, SARAH, CPT. GILLESPIE, FATHER OF KID, WAYNE KYLE, NEWS ANCHOR, MARC'S LEE MOM, RANGER ONE, INSTRUCTOR ROLLE, DAPPER NAVY GUY, THE BUCK, 1ST MARINE #1, PO TOSH, 1ST MARINE #2, GATE GUARD, CHRIS MESSAGE, MAN'S VOICE, WYNN, GILLESPIE, A WHITE-TAIL BUCK, TAYA, AGENT SHEAD, WINSTON, DAPPER NAVY GUY, JAG OFFICER #2, PFC ALVAREZ, PILOT, DELTA SNIPER, MARINE VIPER #4, MARC LEE, CHRIS MESSAGE, PO TOSH, MARC LEE, TRIBAL LEADER, THE SHEIKH, WAYNE KYLE, MASTER CHIEF MARTIN, A GOAT, BIGGLES, THOMPSON, BOY'S MOM, YOUNG MAN, COL. JONES, TAYA, CHRIS, PASTOR, CONTRACTOR, YOUNG MAN/VETERAN, A YOUNG KID, CHRIS KYLE, COMMANDING OFFICER, MARINE GUNNER, MARC LEE'S MOM, TAYA, MARINE VIPER CO, NAVY DOCTOR, BIGGLES, FATHER OF KID, GUNNER, RYAN, RANGER ONE, TONY, SQUIRREL, MARINE LT., MARINE SNIPER, INSTRUCTOR ""TONY"", BIGGLES, AGENT SHEAD, WINSTON, JAG OFFICER, MARINE LCPL, TERP, MCKENNA, MADS, NAVY RECRUITER, THE BUTCHER, COLTON, GOAT, DRIVER, WAYNE, F-18 RAPTOR, MAN'S VOICE, WINSTON, DAUBER, DAUBER, JEFF, BIGGLES, CHRIS/TRIBAL LEADER, MARINE SNIPER, COL. GRONSKI, TAYA, ""JEFF"" MARINE, MARINE GATE GUARD, GOAT, CHRIS KYLE, GATE GUARD #2"
American Splendor.txt,"JOYCE (V.O.), LETTERMAN, BOB THE DIRECTOR, DANIELLE, DOCTOR #1, HARVEY, MARTY, NURSE, DIRECTOR, WOMAN #2, CRUMB, WAITRESS, PAHLS, KID, STAGE MANAGER, SPANISH WOMAN #1, HARVEY (O.S.), LANA, STAGE ACTOR HARVEY, BOYS, HOUSEWIFE, ALICE, CASHIER, REAL HARVEY, LETTERMAN REGULAR, TOBY, LETTERMAN (V.O.), MR. BOATS (O.S.), DOCTOR #2, LETTERMAN REGULAR (O.S.), FRED, GIRLS., WW II VET PATIENT, SPANISH WOMAN #2, HARVEY (V.O.), JOYCE, CARTOON HARVEY, STAGE ACTOR JOYCE, GUY #3, MTV DIRECTOR, BOB THE DIRECTOR (V.O.), MR. BOATS, YUPPIE, COUNTER GIRL #1, MIGUEL, DOCTOR #3, JENNIE GERHARDT., LETTERMAN (O.S.), BOATS, MATTRESS GUY #2, ANGLE ON SILENT GUY"
American Werewolf in London.txt,"ONLOOKER, FATHER, ORDERLY, PASSENGER, SEAN, COP, LITTLE BOY, MAN, TRUCK DRIVER, BRINGSLY, BOBBIE, COP #2, JACK, DRIVER, BENJAMIN, MRS. HOBBS, MOTHER, BLACK, SECRETARY (V.O.), MR. COLLINS, DR. HIRSCH, JUDITH, DAVID (O.S.), TICKET TAKER, DAVID, DAVID & JACK, DERELICT #1, THE PASSENGER, WOMAN, ALEX, OFFICER, JACK GOODMAN AND DAVID KESSLER, COP #1, DART PLAYERS, WIFE, DART PLAYER, DERELICT #2, LT. VILLIERS, MISS GALLAGHER, CHESS PLAYER, HARRY, TICKET LADY"
American_ The.txt,"FATHER BENEDETTO (V.O.), WAITER, JACK, CLARA., FABIO, THE AMERICAN, OLD WOMAN, YOUNG MAN., CLARA (O.S.), JACK (V.O.), LARRY (V.O.), ANNA, VOICE (O.S.), MAN ON DUCATI, IL POSTINO, FATHER BENEDETTO, BARMAN, ITALIAN GIRL, LARRY, FATHER BENEDETTO., INGRID, POSTMASTER, JACK., CLARA, WOMAN, MATHILDE, INGRID., SECOND GIRL"
Amityville Asylum_ The.txt,"MICK, ORDERLY #1, GLORIA, BUTCH, KIMBLE (O.S), PEMBERTON, DOCTOR ELLIOT MIXTER., FIGURE, VOICE #3 (O.S), ALLISON, MRS HARDESTY, VOICE #4 (O.S), HARDCASTLE, LISA'S MOTHER, PALMER (O.S), MIXTER (O.S), ORDERLY #2, SADIE (V.O), MAN, SADIE, VOICE #2 (O.S), RONALD SENIOR, LOUISE, PALMER, LOUISE (O.S), RONALD SENIOR (O.S), DELANEY, MIXTER, PRESENTER, NANCY (O.S), LISA, NANCY, GIRL"
Amour.txt,"ANNE, PLAIN-CLOTHES DETECTIVE, SUPERINTENDANT'S WIFE, POLICE OFFICER, NURSE, SECOND NURSE, FIREMAN (O.S.), AMOUR, ANNE'S VOICE, GEORGES (O.S.), NURSE (CONT'D), EVA'S VOICE, JANITOR, GEORGES, SOLOIST (CONT'D), SUPERINTENDENT, ANNE (O.S.), EVA, GEOFF, ANNE'S VOICE:, HIM:, GEORGES (CONT'D), SOLOIST, EVA (CONT'D), SECOND NURSE (CONT'D), GEOFF (CONT'D), ANNE (CONT'D), EVA (O.S.), SUPERINTENDENT'S WIFE (CONT'D)"
An Education.txt,"HEADMISTRESS, GIRL 1, HATTIE, WIFE, JACK, DAVID/HELEN, MAN ON THE RADIO, TINA, MRS WILSON, DAVID (CONT'D), HELEN, JACK (O.S.), HELEN (CONT'D), DANNY, MAN'S VOICE (O.S.), AUCTIONEER, MARJORIE, ANN, MRS WILSON (CONT'D), SMALLER BOY 1, JENNY, BRIDESMAID!, SMALL GIRL, ATTENDANT, GRAHAM, MISS STUBBS, GYM TEACHER, WHAT NUMBER?"
Analyze That.txt,"MICHAEL, LAURA, DRIVER, SHEILA, CAESAR, GUNMAN, TONY BELLA, BEN (FREUD), EARL, RABBI, TUNA, RAOUL, JELLY, ENORMOUS BOBBY, PATTY, BEN, FIANCEE, CHAPIN, DAVIS, MELLO, EDDIE, CAPTAIN, SOUNDMAN, CONVICT, AL PACINO, DR. CUTLER, CUTE GIRL, COYOTE, JOEY BOOTS, AUNT ESTHER, MILLER, LIEUTENANT, SPOTTER, SOLDIER, LAURA, MASIELLO, AUNT GOLDIE, VITTI'S MOTHER, MO-MO, CERRONE, P.A., VITTI, JELLY, MILLER, RIGAZZI"
Analyze This.txt,"DOCTOR, BEN (O.S.), LAURA (CONT'D), ISAAC, DOMINIC MANETTA, SINDONE (CONT'D), VITTI AND BEN, MOONY, VITTI (V.O.), BEN (CONT'D), THERESA, JIMMY (O.S.), SHEILA (O.S.), JOHNNY BIGS, BOY, BEN SOBOL, JIMMY, DONNY, RABBI, CARL, TINO, BEN, SOUND GUY, AGENT STEADMAN, MANGANO (V.O.), MICHAEL (V.O.), STEADMAN, HANDSOME JACK, POTATOES, SINDONE, AGENT STEADMAN (V.O.), BODYGUARD, MASIELLO (V.O.), MANETTA (V.O.CONT'D), MANETTA (V.O.), BALDASSARE, NICKY, ANNA, BELINDA, SHEILA, JUSTICE, JELLY, ANTHONY, LAURA, AGENT PROVANO, VITTI (CONT'D), MANETTA, MASIELLO, ELAINE, MICHAEL, MARIE, VITTI (O.S.), MANGANO, PROVANO, REGIS PHILBIN, VITTI, SCOTT, WISEGUY, DOROTHY, SINDONSINDONE, JANET, AGENT RICCI, TONY BENNETT, ZELLO, CAROLINE, JELLY (O.S.)"
Anastasia.txt,"CLERK, PEASANT 9, PIERRE, VLADIMIR, TATIANA, PEASANT 3, ANASTASIA, DMITRI, RASPUTIN, SOPHIE, IVAR, ANYA, CHAUFFEUR, GUARD, PHLEGMENKOF, NICHOLAS, PEASANT 10, PEASANT 7, GREGOR, ANDRE, ELDERLY DOWAGER, BARTOK, SONYA, POLICEMAN, LITTLE GIRL, MAJOR DOMO, FLOWER SELLER, CHUBBY GIRL, DMITIRI, RASPUTTN, VLADIMER, ZHIVAGO, ACTRESS 4, SEREBREAKOV, PEASANT 5, PEASANT 1, ACTRESS 1, PEASANT 2, ACTRESS 5, PEASANT 4, ARTIST, ACTRESS 2, ACTRESS 3, ACTRESS 6, ACTRESS 7, TINY HUSBAND, ACTRESS 7"
Angel Eyes.txt,"PHOTOGRAPHER, SANCHEZ, SHARON, ALLISON, KATHY, DRIVER, CATCH, HUSBAND, CANDACE, MRS. VANDER, OLD MAN, DANNY, SHARON, SKATER, JACK, COP, HER FATHER, WORRIED MOTHER, ELANORA, ROBBY, CATCH, BAT-MAN, MAN, PINDELLA, YOUNG MAN, FLASHBACK - MAN, ELANORA, LARRY, KID, LARRY JR., BIKER, MRS.   VANDER, PINDELLA, MOM, TOMMY, LARRY, RAY, DRIVER, FATHER, MOTHER, ANNIE, WOMAN"
Angels _ Demons.txt,"ROCHER, MORTATI, FR. SIMEON, DOCENT, CARDINAL GU, LANGDON, CAMERLENGO, LEONARDO, VINCENZO, MR. GRAY, CHARTRAND, OLIVETTI, LAMASSE, PHILLIPE, VITTORIA"
Anna Karenina.txt,"MICHAEL, VARYA, KAPITONICH, TANYA, THEODORE, AGAFIA, STATIONMASTER, COUNTESS VRONSKY, VRONSKY, OFFICER, MIDWIFE, KARENIN, NEIGHBOUR, STREMOV, WIFE, FOOTMAN, KORSUNSKY, KORNEY, VRONSKY, NIKOLAI, ANNA, AUSTRIAN PRINCESS, KITTY, SERVANT, GUARD, SHOPKEEPER, KARENIN, MAIDSERVANT, PRINCE SHCHERBATSKY, YOUNG PEASANT, CELEBRITY DOCTOR, WIFE'S VOICE, BARONESS, PRINCE TVERSKOY, LYDIA, COACHMAN, PRINCESS SHCHERBATSKY, PETRITSKY, GUARDS OFFICER, LEVIN, PRINCESS MYAGKAYA, PETRITSKY, FAMILY DOCTOR, COUNTESS NORDSTON, KAPITONICH, ANNA, SERAFINA, ANNA'S FRIEND, OBLONSKY, ANNA, DOORKEEPER, YASHVIN, BURISOV, YOUTH, MAJOR DOMO, MASHA, KITTY AND LEVIN, ELDERLY WAITER, MATVEY, LISA MERKALOVA, NIKOLAI, DOLLY, SEROZHA, LUKICH, HOUSE MANAGER, MAKHOTIN, BETSY, LEVIN, PRIEST, OBLONSKY, ANNUSHKA, COUNTESS, ALEXANDER, BETSY, DOCTOR, ANNUSHKA, DEMIN, SLYUDIN, KITCHEN MAID, VASILI, KITTY"
